city,hotel_type,price_lkr,transport_lkr,meal_lkr,tuk_tuk_lkr_per_km,bus_lkr,train_lkr,taxi_lkr,season,tourist_rating
Polonnaruwa,5-star,10472,2787,3194,200,130,410,1550,peak,4.8
Nuwara Eliya,Mid-range,7415,1689,1938,170,110,380,1300,off-peak,3.2
Mirissa,5-star,13512,2856,2896,180,120,500,1100,off-peak,3.6
Mirissa,Mid-range,4405,766,1257,180,120,500,1100,peak,3.9
Colombo,5-star,29182,976,2853,100,60,0,800,off-peak,4.0
Polonnaruwa,5-star,6424,1088,2224,200,130,410,1550,peak,3.7
Galle,5-star,12770,2329,5836,160,100,450,1000,peak,3.9
Mirissa,Mid-range,6146,1669,1350,180,120,500,1100,off-peak,3.6
Polonnaruwa,Mid-range,3361,2152,1987,200,130,410,1550,off-peak,3.7
Galle,Budget,2401,1201,405,160,100,450,1000,peak,3.9
Colombo,5-star,25396,2900,2752,100,60,0,800,peak,5.0
Sigiriya,Mid-range,7112,1717,1645,200,150,0,1500,off-peak,4.4
Ella,Budget,3777,986,406,150,100,400,1200,peak,4.9
Ella,5-star,16714,1199,4402,150,100,400,1200,peak,4.5
Nuwara Eliya,Budget,3129,2246,679,170,110,380,1300,off-peak,4.8
Nuwara Eliya,5-star,14693,2459,4099,170,110,380,1300,off-peak,4.1
Mirissa,5-star,16886,810,4717,180,120,500,1100,off-peak,3.2
Kandy,Budget,3862,908,557,120,80,350,900,off-peak,3.2
Polonnaruwa,Mid-range,4833,2831,1084,200,130,410,1550,off-peak,3.6
Colombo,Budget,4313,2855,555,100,60,0,800,off-peak,4.5
Ella,Mid-range,6442,1482,823,150,100,400,1200,off-peak,4.0
Sigiriya,Mid-range,10513,1185,1873,200,150,0,1500,peak,3.2
Colombo,5-star,24222,2645,5905,100,60,0,800,off-peak,5.0
Anuradhapura,Budget,1606,1997,735,210,140,420,1600,peak,4.5
Sigiriya,Budget,4713,1453,598,200,150,0,1500,off-peak,3.3
Trincomalee,Mid-range,6159,2738,1095,190,130,0,1400,off-peak,3.1
Mirissa,Budget,2247,2441,737,180,120,500,1100,peak,3.9
Nuwara Eliya,Budget,2066,2234,409,170,110,380,1300,peak,3.5
Trincomalee,Mid-range,3880,814,1379,190,130,0,1400,off-peak,4.9
Galle,5-star,12044,2571,3758,160,100,450,1000,off-peak,3.5
Anuradhapura,5-star,9673,2753,5051,210,140,420,1600,peak,4.4
Colombo,5-star,25027,910,5506,100,60,0,800,off-peak,3.3
Sigiriya,5-star,20660,1945,2600,200,150,0,1500,off-peak,4.0
Polonnaruwa,Budget,2376,1916,496,200,130,410,1550,peak,3.7
Kandy,5-star,11440,591,3824,120,80,350,900,off-peak,3.7
Mirissa,5-star,17411,2649,3216,180,120,500,1100,off-peak,4.2
Anuradhapura,Mid-range,5960,1302,841,210,140,420,1600,peak,3.2
Trincomalee,5-star,12514,2419,3338,190,130,0,1400,off-peak,3.1
Mirissa,5-star,12909,2206,5564,180,120,500,1100,off-peak,4.8
Anuradhapura,5-star,8019,2275,3294,210,140,420,1600,off-peak,3.7
Ella,5-star,13023,1747,5806,150,100,400,1200,off-peak,4.3
Kandy,Mid-range,6834,2002,1953,120,80,350,900,peak,3.8
Mirissa,Budget,3126,1661,783,180,120,500,1100,peak,4.4
Polonnaruwa,Budget,2181,651,497,200,130,410,1550,off-peak,4.7
Ella,Mid-range,7332,1874,1836,150,100,400,1200,peak,3.3
Trincomalee,Mid-range,4244,2202,1404,190,130,0,1400,off-peak,4.3
Anuradhapura,Budget,2998,1516,631,210,140,420,1600,off-peak,3.1
Ella,Mid-range,6993,1271,1382,150,100,400,1200,peak,4.7
Galle,Budget,3607,519,399,160,100,450,1000,peak,4.1
Nuwara Eliya,Budget,3286,1028,547,170,110,380,1300,off-peak,3.1
Galle,Budget,3567,1330,619,160,100,450,1000,off-peak,3.1
Galle,Budget,2375,1889,534,160,100,450,1000,off-peak,4.5
Sigiriya,Budget,3300,629,397,200,150,0,1500,off-peak,3.7
Kandy,5-star,24099,1510,5534,120,80,350,900,peak,4.5
Sigiriya,Mid-range,8324,569,1934,200,150,0,1500,peak,4.3
Trincomalee,5-star,7666,2421,2436,190,130,0,1400,off-peak,3.5
Trincomalee,Budget,3267,2094,568,190,130,0,1400,off-peak,3.6
Nuwara Eliya,Mid-range,4852,593,1002,170,110,380,1300,off-peak,4.7
Trincomalee,Mid-range,4365,997,1023,190,130,0,1400,peak,3.9
Polonnaruwa,5-star,8911,1457,3600,200,130,410,1550,off-peak,4.1
Ella,Budget,2151,1144,521,150,100,400,1200,off-peak,4.7
Anuradhapura,Mid-range,4728,2701,1451,210,140,420,1600,peak,4.1
Anuradhapura,Budget,2578,735,636,210,140,420,1600,peak,4.8
Sigiriya,5-star,19510,1804,3045,200,150,0,1500,peak,4.0
Polonnaruwa,Budget,2521,2356,787,200,130,410,1550,off-peak,4.5
Ella,Budget,2955,701,752,150,100,400,1200,peak,3.4
Mirissa,Mid-range,5479,2427,1533,180,120,500,1100,peak,4.2
Trincomalee,Mid-range,6236,991,1936,190,130,0,1400,off-peak,4.4
Kandy,5-star,15170,2401,2967,120,80,350,900,off-peak,3.5
Sigiriya,5-star,24480,2327,5696,200,150,0,1500,peak,4.3
Colombo,5-star,28653,2383,5228,100,60,0,800,peak,4.0
Ella,5-star,17792,903,2018,150,100,400,1200,peak,4.1
Ella,Budget,3557,1246,618,150,100,400,1200,off-peak,4.2
Kandy,5-star,18818,1296,2383,120,80,350,900,peak,4.8
Mirissa,5-star,16835,2942,5270,180,120,500,1100,off-peak,4.9
Anuradhapura,Mid-range,5958,844,1559,210,140,420,1600,peak,4.5
Polonnaruwa,5-star,10589,1021,3971,200,130,410,1550,peak,3.4
Galle,5-star,15403,1390,2190,160,100,450,1000,off-peak,4.9
Colombo,5-star,21060,2688,3106,100,60,0,800,off-peak,5.0
Nuwara Eliya,Budget,3558,614,383,170,110,380,1300,peak,3.3
Anuradhapura,Budget,1661,1973,483,210,140,420,1600,off-peak,4.1
Galle,Budget,2337,798,401,160,100,450,1000,peak,4.2
Mirissa,Mid-range,4372,822,1003,180,120,500,1100,off-peak,3.9
Nuwara Eliya,Budget,2232,784,549,170,110,380,1300,peak,4.1
Sigiriya,5-star,18563,2145,4352,200,150,0,1500,off-peak,4.0
Sigiriya,Budget,2868,589,629,200,150,0,1500,peak,3.5
Mirissa,Budget,3446,690,438,180,120,500,1100,off-peak,4.1
Sigiriya,5-star,26609,1618,4650,200,150,0,1500,peak,4.0
Kandy,Mid-range,9386,1339,911,120,80,350,900,off-peak,4.3
Sigiriya,Mid-range,7042,2037,913,200,150,0,1500,off-peak,3.0
Colombo,Mid-range,9464,1645,1860,100,60,0,800,peak,4.7
Colombo,5-star,24315,1245,4649,100,60,0,800,off-peak,3.5
Polonnaruwa,Mid-range,4744,519,905,200,130,410,1550,peak,3.8
Colombo,Mid-range,8614,2203,1071,100,60,0,800,off-peak,3.2
Ella,Budget,3814,1786,564,150,100,400,1200,off-peak,4.9
Ella,5-star,10147,2851,3409,150,100,400,1200,peak,3.0
Colombo,5-star,26522,2507,2949,100,60,0,800,peak,3.7
Nuwara Eliya,5-star,8955,660,2186,170,110,380,1300,off-peak,4.7
Mirissa,Mid-range,6509,2039,1004,180,120,500,1100,peak,3.2
Mirissa,5-star,9620,2146,3681,180,120,500,1100,off-peak,4.9
Sigiriya,Budget,2692,1552,350,200,150,0,1500,peak,3.7
Kandy,Mid-range,7613,991,1572,120,80,350,900,off-peak,4.9
Kandy,Budget,2728,2535,535,120,80,350,900,off-peak,4.1
Ella,5-star,17647,2317,3072,150,100,400,1200,off-peak,3.2
Ella,Mid-range,7044,1923,1345,150,100,400,1200,off-peak,3.6
Sigiriya,5-star,20388,2420,2745,200,150,0,1500,peak,4.5
Sigiriya,Budget,4971,1918,326,200,150,0,1500,off-peak,4.4
Ella,Budget,4363,2647,777,150,100,400,1200,peak,3.0
Polonnaruwa,5-star,11088,1480,2436,200,130,410,1550,peak,4.9
Sigiriya,Budget,3927,2471,713,200,150,0,1500,off-peak,3.0
Ella,Budget,2272,625,429,150,100,400,1200,off-peak,3.6
Trincomalee,Mid-range,4137,959,1051,190,130,0,1400,off-peak,3.3
Ella,Mid-range,7064,2485,1674,150,100,400,1200,peak,4.6
Ella,Budget,3946,2882,574,150,100,400,1200,peak,4.9
Mirissa,Mid-range,7360,1698,1901,180,120,500,1100,off-peak,3.9
Nuwara Eliya,5-star,14254,2287,2226,170,110,380,1300,peak,3.1
Anuradhapura,Mid-range,3978,939,1357,210,140,420,1600,peak,4.2
Ella,5-star,11151,1683,3443,150,100,400,1200,peak,3.7
Trincomalee,Mid-range,4491,2703,806,190,130,0,1400,peak,3.6
Polonnaruwa,Budget,2909,2843,724,200,130,410,1550,off-peak,3.9
Galle,Budget,2808,2242,443,160,100,450,1000,peak,3.5
Trincomalee,Budget,2241,1095,740,190,130,0,1400,peak,3.4
Mirissa,Mid-range,7429,2451,1003,180,120,500,1100,off-peak,4.8
Anuradhapura,Mid-range,3130,838,1527,210,140,420,1600,off-peak,4.6
Anuradhapura,Mid-range,3107,2496,837,210,140,420,1600,off-peak,4.0
Trincomalee,Budget,2076,572,349,190,130,0,1400,peak,3.4
Kandy,Budget,4814,2541,334,120,80,350,900,peak,4.6
Sigiriya,Mid-range,6930,2737,1750,200,150,0,1500,peak,4.9
Anuradhapura,Budget,2718,2055,435,210,140,420,1600,peak,3.9
Kandy,Mid-range,6713,1126,1033,120,80,350,900,off-peak,4.7
Ella,Budget,4293,1058,769,150,100,400,1200,off-peak,4.6
Anuradhapura,5-star,11387,1915,5996,210,140,420,1600,off-peak,5.0
Galle,Mid-range,7647,1249,944,160,100,450,1000,peak,4.8
Kandy,5-star,11603,1223,4016,120,80,350,900,peak,4.4
Anuradhapura,Mid-range,5995,2268,1123,210,140,420,1600,peak,4.2
Galle,5-star,11502,974,4670,160,100,450,1000,peak,4.5
Galle,Mid-range,5164,1586,1327,160,100,450,1000,off-peak,3.7
Anuradhapura,Mid-range,4869,2678,1036,210,140,420,1600,peak,3.6
Ella,Mid-range,6435,1879,806,150,100,400,1200,off-peak,5.0
Nuwara Eliya,Mid-range,6726,708,1440,170,110,380,1300,off-peak,3.2
Polonnaruwa,5-star,10400,1765,3519,200,130,410,1550,off-peak,3.8
Trincomalee,Budget,3332,1032,503,190,130,0,1400,off-peak,3.5
Kandy,Budget,2886,2072,403,120,80,350,900,off-peak,4.6
Sigiriya,5-star,20370,1230,4755,200,150,0,1500,peak,4.3
Polonnaruwa,Budget,1990,694,453,200,130,410,1550,peak,3.4
Anuradhapura,Mid-range,3547,1608,1233,210,140,420,1600,peak,4.9
Colombo,Budget,5895,1881,500,100,60,0,800,peak,4.5
Kandy,Budget,2963,2739,702,120,80,350,900,off-peak,4.3
Mirissa,Budget,2705,2920,737,180,120,500,1100,peak,5.0
Nuwara Eliya,Mid-range,6933,2241,922,170,110,380,1300,peak,4.4
Sigiriya,Mid-range,9091,1309,1327,200,150,0,1500,off-peak,4.3
Galle,Mid-range,4541,692,1963,160,100,450,1000,off-peak,3.4
Sigiriya,Budget,3858,1380,516,200,150,0,1500,peak,3.6
Kandy,Mid-range,7461,1926,974,120,80,350,900,peak,4.7
Trincomalee,Mid-range,5063,675,1632,190,130,0,1400,peak,3.3
Ella,Budget,2570,1522,430,150,100,400,1200,off-peak,4.5
Polonnaruwa,Budget,1528,1315,583,200,130,410,1550,off-peak,4.0
Colombo,Budget,4213,706,476,100,60,0,800,off-peak,3.9
Kandy,Budget,4383,1660,658,120,80,350,900,peak,4.5
Anuradhapura,Mid-range,3395,1654,1122,210,140,420,1600,peak,3.9
Mirissa,Mid-range,6130,1453,1470,180,120,500,1100,off-peak,3.4
Colombo,Mid-range,10191,2851,1241,100,60,0,800,off-peak,3.3
Kandy,Budget,3312,2012,757,120,80,350,900,off-peak,3.7
Colombo,5-star,23076,2848,5041,100,60,0,800,off-peak,4.1
Sigiriya,5-star,18263,2167,3450,200,150,0,1500,peak,3.9
Polonnaruwa,Budget,1806,1802,385,200,130,410,1550,off-peak,3.4
Nuwara Eliya,Mid-range,4799,781,1390,170,110,380,1300,off-peak,3.2
Trincomalee,Mid-range,4602,1181,1596,190,130,0,1400,peak,3.9
Galle,Budget,3763,2584,378,160,100,450,1000,off-peak,3.5
Ella,Budget,3020,2219,514,150,100,400,1200,peak,3.9
Anuradhapura,Budget,1851,2368,495,210,140,420,1600,off-peak,3.3
Colombo,Budget,3660,2966,783,100,60,0,800,peak,3.4
Galle,Budget,2702,1783,774,160,100,450,1000,peak,3.9
Kandy,Mid-range,9952,1540,1326,120,80,350,900,off-peak,4.2
Trincomalee,5-star,11069,1761,3165,190,130,0,1400,peak,3.3
Mirissa,Budget,2938,2031,691,180,120,500,1100,off-peak,4.5
Polonnaruwa,Mid-range,3116,628,1262,200,130,410,1550,peak,3.9
Colombo,5-star,14706,1889,3654,100,60,0,800,peak,3.4
Sigiriya,Budget,3521,2896,489,200,150,0,1500,off-peak,4.7
Nuwara Eliya,5-star,11041,2767,5340,170,110,380,1300,peak,3.4
Sigiriya,5-star,24358,2439,3132,200,150,0,1500,off-peak,4.1
Ella,5-star,9950,2366,3534,150,100,400,1200,off-peak,4.5
Nuwara Eliya,Budget,3437,2342,664,170,110,380,1300,off-peak,3.8
Galle,Mid-range,5256,1792,1464,160,100,450,1000,off-peak,3.1
Sigiriya,5-star,19164,1183,3608,200,150,0,1500,off-peak,3.3
Nuwara Eliya,5-star,10731,2291,5759,170,110,380,1300,off-peak,3.7
Polonnaruwa,Budget,2191,1391,386,200,130,410,1550,off-peak,4.7
Colombo,5-star,18060,1861,3906,100,60,0,800,peak,3.8
Polonnaruwa,Mid-range,5020,1755,1129,200,130,410,1550,peak,4.4
Colombo,Budget,3531,2096,348,100,60,0,800,peak,3.7
Ella,Mid-range,8673,2268,1234,150,100,400,1200,off-peak,4.9
Trincomalee,Budget,3426,1421,386,190,130,0,1400,peak,4.0
Polonnaruwa,Mid-range,5714,2221,1832,200,130,410,1550,off-peak,4.2
Ella,5-star,12417,2725,2953,150,100,400,1200,peak,4.9
Ella,5-star,18321,1528,4377,150,100,400,1200,peak,3.5
Anuradhapura,Budget,1665,2725,634,210,140,420,1600,off-peak,5.0
Kandy,Mid-range,5698,2023,1570,120,80,350,900,peak,4.3
Trincomalee,Budget,3301,608,562,190,130,0,1400,peak,3.0
Colombo,Mid-range,6548,1714,1503,100,60,0,800,peak,4.0
Sigiriya,5-star,15933,1837,5210,200,150,0,1500,peak,4.0
Colombo,Mid-range,9491,1238,1231,100,60,0,800,off-peak,3.7
Galle,5-star,14147,2418,2371,160,100,450,1000,off-peak,3.7
Trincomalee,Budget,3163,1689,338,190,130,0,1400,peak,4.8
Nuwara Eliya,5-star,9719,1639,5247,170,110,380,1300,peak,4.3
Galle,Mid-range,7209,2575,1603,160,100,450,1000,peak,4.3
Anuradhapura,Mid-range,3364,938,1720,210,140,420,1600,peak,3.1
Kandy,Budget,4283,1686,379,120,80,350,900,peak,4.6
Sigiriya,Mid-range,5213,1143,1552,200,150,0,1500,off-peak,3.6
Anuradhapura,5-star,10662,710,3977,210,140,420,1600,off-peak,4.5
Colombo,Budget,5768,1898,497,100,60,0,800,peak,4.3
Anuradhapura,Mid-range,5509,1244,1835,210,140,420,1600,peak,4.2
Sigiriya,Budget,4833,779,372,200,150,0,1500,off-peak,4.1
Anuradhapura,Budget,2900,2494,744,210,140,420,1600,off-peak,3.8
Nuwara Eliya,Budget,3836,2669,730,170,110,380,1300,peak,4.7
Colombo,5-star,24039,1339,4147,100,60,0,800,peak,4.2
Nuwara Eliya,5-star,11148,1459,5370,170,110,380,1300,peak,4.7
Ella,Mid-range,5597,2765,1302,150,100,400,1200,peak,3.1
Kandy,Mid-range,8674,653,1227,120,80,350,900,peak,4.4
Polonnaruwa,Budget,2695,2020,581,200,130,410,1550,peak,3.9
Trincomalee,Budget,2676,1250,766,190,130,0,1400,peak,3.0
Ella,Budget,2437,1354,748,150,100,400,1200,off-peak,5.0
Kandy,Budget,4335,781,486,120,80,350,900,peak,4.0
Galle,5-star,13875,2056,4581,160,100,450,1000,peak,4.4
Sigiriya,5-star,26916,1455,3492,200,150,0,1500,off-peak,5.0
Galle,Mid-range,8638,2814,869,160,100,450,1000,off-peak,3.8
Polonnaruwa,5-star,6533,1976,3181,200,130,410,1550,peak,4.2
Trincomalee,Budget,2071,1302,413,190,130,0,1400,off-peak,4.5
Galle,5-star,12761,2612,4181,160,100,450,1000,off-peak,4.7
Anuradhapura,5-star,6930,2788,5406,210,140,420,1600,peak,4.7
Ella,5-star,18447,1057,2557,150,100,400,1200,off-peak,4.4
Galle,Mid-range,7798,1986,1069,160,100,450,1000,off-peak,4.8
Nuwara Eliya,5-star,11376,2113,5661,170,110,380,1300,peak,4.2
Kandy,Budget,3598,967,346,120,80,350,900,peak,4.9
Mirissa,5-star,15206,2335,5157,180,120,500,1100,peak,4.8
Galle,5-star,16660,2258,3826,160,100,450,1000,peak,3.2
Colombo,Mid-range,6812,1970,1964,100,60,0,800,peak,4.1
